username,tanggal,tweet
lindasaputraaa,2024-11-18,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
rizky_lestari75,2024-11-12,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
fitrilestari,2024-11-17,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
dewi_pratama97,2024-11-06,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
dewi_hidayat3,2024-11-21,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
saripratamaaa,2024-11-15,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
ayulestari1,2024-11-24,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
fitriwulandariaa,2024-11-22,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
nandawulandari_,2024-11-19,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
agus_wulandari87,2024-11-22,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
fajar_hidayat,2024-11-05,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
andi.aprilia,2024-11-08,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
sarilestari20,2024-11-23,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
fajarsaputraaa,2024-11-13,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
dimashidayat_,2024-11-18,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
agus_saputra,2024-11-24,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
dimas_firmansyah25,2024-11-16,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
andi_firmansyah22,2024-12-02,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
dimas_maulana52,2024-12-15,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
agus_lestari,2024-12-14,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
ayu_aprilia,2024-12-17,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
sarimaulana,2024-12-01,balii always be my favvv place ❤️❤️ #bali #ubud
fajar_pratama,2024-12-21,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
sari_saputra,2024-12-12,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
dewihidayat_,2024-12-04,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
rizkylestari,2024-12-15,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
indramaulana,2024-12-02,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
ayu.maulana,2024-12-28,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
budisetiawan83,2024-12-21,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
rizkyfirmansyahaa,2024-12-28,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
putri_pratama,2024-12-22,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
indrawulandari_,2024-12-10,balii always be my favvv place ❤️❤️ #bali #ubud
dewipratama_,2024-12-26,balii always be my favvv place ❤️❤️ #bali #ubud
putriwijaya_,2024-12-12,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
putriaprilia1,2024-12-16,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
fajarfirmansyahaa,2024-12-05,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
ayulestari,2024-12-22,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
fitrifirmansyahaa,2024-12-21,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
ayusetiawanaa,2024-12-13,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
lindaaprilia_,2024-12-25,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
putri.hidayat,2024-12-06,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
dimasfirmansyah35,2024-12-09,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
sari.aprilia,2024-12-26,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
budifirmansyah,2024-12-07,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
budiwijayaaa,2024-12-02,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
ayufirmansyah,2024-12-22,balii always be my favvv place ❤️❤️ #bali #ubud
dimas.wulandari,2024-12-17,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
indra_saputra,2024-12-26,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
sari_firmansyah,2024-12-01,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
lindasetiawanaa,2024-12-05,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
fajaraprilia98,2024-12-16,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
sari_maulana40,2024-12-20,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
putriapriliaaa,2024-12-19,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
budiaprilia,2024-12-23,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
dewi_wijaya88,2024-12-25,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
fajarhidayat,2024-12-17,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
dewi.lestari,2024-12-27,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
fitri.wijaya,2024-12-26,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
budi.wijaya,2024-12-15,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
putri_hidayat,2024-12-28,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
lindasetiawanaa,2024-12-21,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
fajarfirmansyahaa,2024-12-16,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
andihidayat5,2024-12-26,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
lindawulandari,2024-12-27,balii always be my favvv place ❤️❤️ #bali #ubud
nandamaulanaaa,2024-12-02,balii always be my favvv place ❤️❤️ #bali #ubud
aguswulandariaa,2024-12-11,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
fitrihidayat1,2024-12-15,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
indralestari,2024-12-25,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
fajar.maulana,2024-12-10,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
fajar_hidayat55,2024-12-16,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
sari.pratama,2024-12-04,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
putrilestariaa,2024-12-21,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
linda.wijaya,2025-01-23,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
dimas_wulandari9,2025-01-16,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
rizkylestari,2025-01-25,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
andi.lestari,2025-01-15,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
andiwulandari_,2025-01-12,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
indrasetiawanaa,2025-01-27,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
rizky_saputra55,2025-01-15,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
putripratamaaa,2025-01-15,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
ayulestariaa,2025-01-05,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
fitrisetiawan_,2025-01-11,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
andi_wulandari28,2025-01-25,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
nanda.maulana,2025-01-23,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
dewiwulandari79,2025-01-13,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
putri.firmansyah,2025-01-02,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
fitriwulandari_,2025-01-26,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
linda.saputra,2025-01-26,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
fitri_maulana,2025-01-19,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
indrawijaya,2025-01-23,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
dimasmaulana_,2025-01-07,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
linda.saputra,2025-01-13,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
indra_setiawan,2025-01-08,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
sari.wulandari,2025-01-22,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
rizky.wijaya,2025-01-07,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
linda_lestari28,2025-01-17,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
aguspratamaaa,2025-01-18,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
agusfirmansyahaa,2025-01-06,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
nandalestari67,2025-01-23,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
putrilestariaa,2025-01-22,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
ayufirmansyah,2025-01-04,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
dewi_firmansyah64,2025-01-10,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
rizkymaulana_,2025-01-03,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
nandasaputra_,2025-01-22,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
agus_wulandari34,2025-01-26,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
dewiapriliaaa,2025-01-17,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
indraaprilia8,2025-01-08,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
dimassetiawan_,2025-01-08,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
fajar_maulana,2025-01-13,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
budiwulandari,2025-01-20,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
fajar.setiawan,2025-01-24,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
budipratama40,2025-01-14,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
andi_aprilia54,2025-01-20,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
budihidayataa,2025-01-17,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
fajarapriliaaa,2025-01-24,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
rizky_setiawan29,2025-01-03,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
indrawulandari89,2025-01-05,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
rizkyfirmansyah_,2025-01-17,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
budi_firmansyah,2025-01-24,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
rizkyaprilia_,2025-01-12,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
budimaulana,2025-01-09,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
putri.wijaya,2025-01-04,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
putrihidayat_,2025-01-17,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
dewi.aprilia,2025-01-22,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
dewisaputraaa,2025-01-25,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
budisaputra_,2025-01-03,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
sarisaputra_,2025-01-10,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
nandamaulanaaa,2025-02-25,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
ayumaulanaaa,2025-02-24,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
budisetiawan61,2025-02-01,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
putri.hidayat,2025-02-26,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
putrisaputra,2025-02-19,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
dimas_firmansyah63,2025-02-20,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
aguswulandari56,2025-02-22,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
rizky_aprilia,2025-02-23,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
andi_aprilia29,2025-02-18,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
lindasetiawan40,2025-02-18,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
ayusaputra68,2025-02-15,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
agus_maulana,2025-02-09,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
dewiaprilia_,2025-02-07,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
andi_maulana78,2025-02-14,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
fitri_wulandari5,2025-02-21,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
indra_maulana1,2025-02-17,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
sarisaputra,2025-02-03,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
fajar_aprilia,2025-02-19,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
budipratama9,2025-02-11,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
nanda_firmansyah,2025-02-03,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
sariwulandari98,2025-02-27,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
putrifirmansyahaa,2025-02-26,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
fajarsetiawan25,2025-02-23,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
indrasaputra89,2025-02-05,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
sarisetiawan,2025-02-05,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
dewisetiawan34,2025-02-04,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
budifirmansyah,2025-02-03,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
agussaputra,2025-02-09,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
sari.saputra,2025-02-11,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
dewipratama_,2025-02-06,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
fajarwijaya_,2025-02-07,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
ayuapriliaaa,2025-02-04,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
dewihidayat28,2025-02-10,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
andi.maulana,2025-02-26,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
indrafirmansyahaa,2025-02-17,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
andisaputra_,2025-02-24,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
putri.setiawan,2025-02-18,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
fajarfirmansyah93,2025-02-24,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
fajarpratama,2025-02-16,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
andi_maulana93,2025-02-19,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
indraaprilia76,2025-02-16,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
nandahidayat,2025-02-02,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
agushidayat,2025-02-09,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
fajar_saputra93,2025-02-06,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
linda.hidayat,2025-02-20,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
agus_setiawan3,2025-02-16,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
nanda.setiawan,2025-02-09,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
indraapriliaaa,2025-02-09,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
lindamaulana,2025-02-25,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
dewilestari71,2025-02-10,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
fitripratama65,2025-02-17,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
dimas_saputra,2025-02-22,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
dimas_wulandari51,2025-02-06,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
dimas.pratama,2025-02-13,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
andi_saputra80,2025-02-03,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
dimassetiawan,2025-03-24,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
dimas_wijaya84,2025-03-28,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
budi_setiawan,2025-03-12,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
nanda.saputra,2025-03-01,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
nanda_wulandari20,2025-03-27,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
sari.wijaya,2025-03-05,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
budisetiawanaa,2025-03-10,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
putri.firmansyah,2025-03-02,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
dimaspratama80,2025-03-19,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
fitrimaulana32,2025-03-11,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
ayuwijaya_,2025-03-17,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
aguswulandariaa,2025-03-04,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
fajarsaputraaa,2025-03-02,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
rizkywulandari_,2025-03-13,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
nandawijaya47,2025-03-12,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
rizkyaprilia15,2025-03-20,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
sari_firmansyah,2025-03-06,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
budisaputraaa,2025-03-06,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
budi_maulana,2025-03-17,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
andi_hidayat,2025-03-21,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
indrapratama_,2025-03-02,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
andifirmansyah_,2025-03-11,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
dewiaprilia_,2025-03-02,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
sariaprilia38,2025-03-05,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
budimaulana75,2025-03-26,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
